url,phishing_probability,predicted_class
http://94.154.43.10/ipmiv2.xml,1.000000,1
http://42.237.35.241:54669/bin.sh,1.000000,1
http://115.51.97.86:53978/bin.sh,1.000000,1
https://pkdac095.euroyek.bio/?ublib=03412876-1989-4553-bcc4-e2728aa9d660,1.000000,1
http://123.4.201.122:37030/bin.sh,1.000000,1
http://124.131.136.162:57903/i,1.000000,1
http://124.131.136.162:57903/bin.sh,1.000000,1
http://165.22.248.57//arm5,1.000000,1
http://165.22.248.57/peler.arm7,1.000000,1
http://165.22.248.57/mpsl,1.000000,1
http://165.22.248.57/mips,1.000000,1
http://165.22.248.57/peler.mpsl,1.000000,1
http://115.201.118.175:46369/i,1.000000,1
http://165.22.248.57/massload,1.000000,1
http://195.123.4.249/bbc,1.000000,1
http://119.179.208.110:34766/i,1.000000,1
http://27.44.144.253:43603/i,1.000000,1
http://119.179.208.110:34766/bin.sh,1.000000,1
https://zthayuyp.1x303.casino/?ublib=b9b94899-24e9-44bb-aa25-a842760bd4a5,1.000000,1
https://phcbmap.vip1xbet.net/3ba097aa-2c3d-423f-b757-ac32580b80b2,1.000000,1
https://lwflkiar.betsoor.live/460da77f-1d92-4cf2-b5d3-fe7fcca31370,1.000000,1
https://jpopdwg.vip1xbet.net/887e4755-f7b8-4f69-9917-73976e7e3ea5,1.000000,1
http://42.85.135.133:46174/i,1.000000,1
http://220.249.175.20:58631/bin.sh,1.000000,1
https://sh.classera.com/enT3ac,1.000000,1
http://61.53.81.68:44744/i,1.000000,1
https://github.com/VideoPad-Free-for-PC/.github/archive/refs/heads/main.zip,1.000000,1
http://61.53.81.68:44744/bin.sh,1.000000,1
http://124.131.155.158:43263/bin.sh,1.000000,1
http://115.49.7.17:57272/i,1.000000,1
http://115.49.7.17:57272/bin.sh,1.000000,1
http://115.51.97.86:53978/i,1.000000,1
http://27.44.145.3:59660/i,1.000000,1
http://27.44.145.3:59660/bin.sh,1.000000,1
http://115.50.220.128:59661/bin.sh,1.000000,1
http://61.52.2.248:59819/i,1.000000,1
http://61.52.2.248:59819/bin.sh,1.000000,1
http://27.44.147.60:52992/i,1.000000,1
http://110.36.15.18:48106/i,1.000000,1
http://110.36.15.18:48106/bin.sh,1.000000,1
http://138.252.69.11:51869/i,1.000000,1
http://27.215.211.129:50886/i,1.000000,1
http://190.109.227.76:35385/i,1.000000,1
http://98.252.87.232:50861/i,1.000000,1
http://138.252.69.11:51869/bin.sh,1.000000,1
https://bfhxci6n.dancebet.net/?ublib=b535fd63-8659-44eb-a078-c9c9178f11ed,1.000000,1
http://42.232.238.189:41000/i,1.000000,1
http://85.204.125.67:8080/a-r.m-4.SativaC2,1.000000,1
http://85.204.125.67:8080/x-3.2-.SativaC2,1.000000,1
http://85.204.125.67:8080/m-p.s-l.SativaC2,1.000000,1
http://85.204.125.67:8080/a-r.m-5.SativaC2,1.000000,1
http://85.204.125.67:8080/p-p.c-.SativaC2,1.000000,1
http://85.204.125.67:8080/x-8.6-.SativaC2,1.000000,1
http://85.204.125.67:8080/a-r.m-6.SativaC2,1.000000,1
http://85.204.125.67:8080/a-r.m-7.SativaC2,1.000000,1
http://85.204.125.67:8080/a-r.m-8.SativaC2,1.000000,1
http://85.204.125.67:8080/s-h.4-.SativaC2,1.000000,1
http://115.50.220.128:59661/i,1.000000,1
http://201.149.107.50:39048/bin.sh,1.000000,1
http://125.41.225.17:40569/bin.sh,1.000000,1
http://110.37.53.25:58088/i,1.000000,1
http://85.204.125.67:8080/m-i.p-s.SativaC2,1.000000,1
http://85.204.125.67:8080/payload.sh,1.000000,1
http://219.157.58.156:47845/i,1.000000,1
http://39.71.205.224:59523/i,1.000000,1
http://125.41.133.47:43078/i,1.000000,1
https://lvt.vip1xbet.net/4e0d84da-c118-4423-83c4-2b0b4883f3ec,1.000000,1
http://39.71.205.224:59523/bin.sh,1.000000,1
http://123.5.114.211:45571/i,1.000000,1
http://124.131.128.105:45466/i,1.000000,1
http://124.131.128.105:45466/bin.sh,1.000000,1
http://123.11.169.71:35373/i,1.000000,1
http://123.11.169.71:35373/bin.sh,1.000000,1
http://115.50.7.73:45913/i,1.000000,1
http://115.50.7.73:45913/bin.sh,1.000000,1
http://119.116.237.200:35093/i,1.000000,1
http://78.167.39.24:37232/i,1.000000,1
http://200.6.91.43:54683/i,1.000000,1
http://119.116.237.200:35093/bin.sh,1.000000,1
http://200.6.91.43:54683/bin.sh,1.000000,1
http://175.146.155.175:48594/bin.sh,1.000000,1
http://110.181.234.143:60663/i,1.000000,1
http://27.44.147.24:60944/i,1.000000,1
http://110.181.234.143:60663/bin.sh,1.000000,1
https://x089w0f5.btyek.boats/?ublib=70c1a1c4-b1af-4d09-9b8f-13323c0520ea,1.000000,1
http://182.127.5.144:43718/i,1.000000,1
http://182.127.5.144:43718/bin.sh,1.000000,1
http://49.79.167.219:44129/i,1.000000,1
https://zi6uvzi9.btyek.beauty/?ublib=31d873f0-7010-4688-834b-f92e0ed39993,1.000000,1
http://49.79.167.219:44129/bin.sh,1.000000,1
https://cess.digishart.news/b1ad7276-9078-4de0-9bf4-896dfffa2264,1.000000,1
https://vxg18bmc.btyek.baby/?ublib=09437f79-6180-46d7-9f17-a55540c48989,1.000000,1
http://182.126.87.85:40467/i,1.000000,1
http://103.179.240.227:58666/i,1.000000,1
http://163.142.92.113:56949/i,1.000000,1
http://103.179.240.227:58666/bin.sh,1.000000,1
http://125.44.57.212:59995/i,1.000000,1
http://125.44.57.212:59995/bin.sh,1.000000,1
http://61.53.193.102:36717/i,1.000000,1
http://182.126.126.219:56041/i,1.000000,1
https://wt51peii.boomball.bet/?ublib=cbdb21c8-e4d7-4519-b396-ae3ae8a8b34e,1.000000,1
http://27.124.40.44/222/chart.exe,1.000000,1
http://27.124.40.44/222/202958247.bin,1.000000,1
http://175.174.103.84:47747/i,1.000000,1
https://nematfoods.com/crazed/freshwater,1.000000,1
http://175.174.103.84:47747/bin.sh,1.000000,1
http://110.36.0.107:59269/i,1.000000,1
https://3fbkahzk.coinsgame.pro/?ublib=98aa8eb7-239f-48b1-9380-92839278bf27,1.000000,1
https://bjsiw6ik.casinoiran.pro/?ublib=ae0571af-a3ec-4cab-bea8-29dd8aa79774,1.000000,1
http://125.42.33.158:49796/i,1.000000,1
https://nematfoods.com/crazed/certifier,1.000000,1
https://6oekxs4k.vip1xbet.net/?ublib=0e1fd0e7-ed76-4f2c-88ea-05030cf4c8b2,1.000000,1
https://fxdcbd24.vip1xbet.net/?ublib=5e7e1b14-be83-493d-98a1-2dbe9fc39b27,1.000000,1
http://125.42.33.158:49796/bin.sh,1.000000,1
http://124.131.155.158:43263/i,1.000000,1
http://42.224.67.141:59166/i,1.000000,1
http://125.41.225.17:40569/i,1.000000,1
http://115.50.170.197:54137/i,1.000000,1
http://182.117.42.205:52117/i,1.000000,1
http://182.116.94.38:45909/i,1.000000,1
http://182.124.187.230:34082/i,1.000000,1
https://ry7ddj68.1x303.casino/?ublib=54315a32-d171-4251-b21d-53a500e1a785,1.000000,1
http://182.116.94.38:45909/bin.sh,1.000000,1
http://61.52.45.192:37650/i,1.000000,1
http://182.124.187.230:34082/bin.sh,1.000000,1
http://221.15.22.116:57599/i,1.000000,1
http://61.52.45.192:37650/bin.sh,1.000000,1
http://77.83.39.66/Bin/ScreenConnect.ClientSetup.exe,1.000000,1
http://77.83.39.66/bin/support.client.exe,1.000000,1
https://i54qzo8r.btyek.xyz/?ublib=6c8dd409-c881-4f41-afb1-e58bb7ad1526,1.000000,1
http://45.198.224.148/nz/nz.sh4,1.000000,1
http://45.198.224.148/main_m68k,1.000000,1
http://45.198.224.148/arm7,1.000000,1
http://45.198.224.148/main_ppc,1.000000,1
http://45.198.224.148/main_mips,1.000000,1
http://45.198.224.148/main_sh4,1.000000,1
http://45.198.224.148/arm,1.000000,1
http://45.198.224.148/arm5,1.000000,1
http://45.198.224.148/nz/nz.spc,1.000000,1
http://45.198.224.148/nz/nz.arm5,1.000000,1
http://45.198.224.148/nz/nz.mpsl,1.000000,1
http://45.198.224.148/nz/nz.arm7,1.000000,1
http://45.198.224.148/nz/nz.x86,1.000000,1
http://45.198.224.148/arm64,1.000000,1
http://45.198.224.148/x86,1.000000,1
http://45.198.224.148/ppc,1.000000,1
http://45.198.224.148/m68k,1.000000,1
http://45.198.224.148/adbpersist.arm7,1.000000,1
http://45.198.224.148/sh4,1.000000,1
http://45.198.224.148/arm6,1.000000,1
http://45.198.224.148/mipsel,1.000000,1
http://45.198.224.148/mips,1.000000,1
http://45.198.224.148/main_arm5,1.000000,1
http://45.198.224.148/main_arm7,1.000000,1
http://45.198.224.148/nz/nz.ppc,1.000000,1
http://45.198.224.148/nz/nz.x86_64,1.000000,1
http://45.198.224.148/main_mpsl,1.000000,1
http://45.198.224.148/main_arm,1.000000,1
http://45.198.224.148/nz/nz.arm6,1.000000,1
http://45.198.224.148/nz/nz.arm,1.000000,1
http://45.198.224.148/main_x86,1.000000,1
http://45.198.224.148/mpsl,1.000000,1
http://45.198.224.148/nz/nz.m68k,1.000000,1
http://45.198.224.148/main_x86_64,1.000000,1
http://45.198.224.148/x86_64,1.000000,1
http://45.198.224.148/main_arm6,1.000000,1
http://45.198.224.148/nz/nz.mips,1.000000,1
http://45.198.224.148/nz/nz.i686,1.000000,1
http://2.26.124.132/gg2,1.000000,1
http://94.230.141.123:45466/i,1.000000,1
https://absoluteinvestimentos.com.br,0.012193,0
http://94.154.43.10/bins/kla.sh,1.000000,1
http://216.9.224.48/5/kaekbee.txt,1.000000,1
http://94.154.43.10/bins/parm7,1.000000,1
http://94.154.43.10/bins/pppc,1.000000,1
http://94.154.43.10/bins/pm68k,1.000000,1
http://94.154.43.10/bins/pmpsl,1.000000,1
http://94.154.43.10/bins/px86,1.000000,1
http://94.154.43.10/bins/parm5,1.000000,1
http://94.154.43.10/bins/psh4,1.000000,1
http://94.154.43.10/bins/pmips,1.000000,1
http://94.154.43.10/bins/parm6,1.000000,1
http://94.154.43.192/00101010101001/morte.i468,1.000000,1
http://94.154.43.192/nz/nz.i468,1.000000,1
http://94.154.43.10/bins/parm4,1.000000,1
http://110.39.232.231:50027/i,1.000000,1
http://42.232.236.149:53847/i,1.000000,1
http://110.39.232.231:50027/bin.sh,1.000000,1
http://42.232.236.149:53847/bin.sh,1.000000,1
https://xxkqx6kn.vip1xbet.net/?ublib=00c81124-bbe9-4d78-ad15-6a21ab87aa93,1.000000,1
http://182.122.224.134:56491/i,1.000000,1
http://182.122.224.134:56491/bin.sh,1.000000,1
http://122.156.143.62:45218/i,1.000000,1
http://183.35.50.90:37281/i,1.000000,1
http://122.156.143.62:45218/bin.sh,1.000000,1
http://183.35.50.90:37281/bin.sh,1.000000,1
http://2.26.124.132:99/gg,1.000000,1
http://2.26.124.132:99/.bash_history,1.000000,1
http://61.53.127.109:43033/i,1.000000,1
http://141.11.88.123/bins/psh4,1.000000,1
http://141.11.88.123/bins/pm68k,1.000000,1
http://141.11.88.123/bins/x86_64,1.000000,1
http://141.11.88.123/bins/parm7,1.000000,1
http://141.11.88.123/bins/pspc,1.000000,1
http://141.11.88.123/bins/px86,1.000000,1
http://141.11.88.123/bins/parm5,1.000000,1
http://141.11.88.123/bins/pmips,1.000000,1
http://141.11.88.123/bins/pmpsl,1.000000,1
http://141.11.88.123/bins/parm6,1.000000,1
http://141.11.88.123/bins/parm,1.000000,1
http://110.36.86.83:49084/i,1.000000,1
http://93.115.101.146:13734/bins/nerv.sh4,1.000000,1
http://93.115.101.146:13734/bins/nerv.arm5,1.000000,1
http://93.115.101.146:13734/bins/nerv.arm4,1.000000,1
http://93.115.101.146:13734/bins/nerv.x86_32,1.000000,1
http://93.115.101.146:13734/bins/nerv.x86,1.000000,1
http://93.115.101.146:13734/bins/nerv.ppc,1.000000,1
http://93.115.101.146:13734/bins/nerv.mips,1.000000,1
http://93.115.101.146:13734/bins/nerv.m68k,1.000000,1
http://93.115.101.146:13734/bins/nerv.mpsl,1.000000,1
http://93.115.101.146:13734/bins/nerv.arm6,1.000000,1
http://93.115.101.146:13734/bins/nerv.arm7,1.000000,1
http://93.115.101.146:13734/bins/nerv.sparc,1.000000,1
http://110.36.86.83:49084/bin.sh,1.000000,1
http://185.242.3.8/bins/bin.armv4eb,1.000000,1
http://185.242.3.8/bins/bin.armv4tl,1.000000,1
http://185.242.3.8/bins/bin.mips,1.000000,1
http://185.242.3.8/sh,1.000000,1
http://185.242.3.8/bins/bin.m68k,1.000000,1
http://185.242.3.8/bins/bin.powerpc,1.000000,1
http://185.242.3.8/bins/bin.powerpc-440fp,1.000000,1
